Num,ID
179,ENSG00000205339
182,ENSG00000166478
183,ENSG00000166483
184,ENSG00000133789
186,ENSG00000133812
189,ENSG00000148926
190,ENSG00000133805
192,ENSG00000110315
194,ENSG00000133800
195,ENSG00000072952
196,ENSG00000198730
197,ENSG00000110321
199,ENSG00000236287
201,ENSG00000110328
204,ENSG00000170242
206,ENSG00000050165
207,ENSG00000133816
208,ENSG00000197702
209,ENSG00000187079
212,ENSG00000133794
214,ENSG00000148925
215,ENSG00000197601
217,ENSG00000133818
218,ENSG00000129083
219,ENSG00000129084
220,ENSG00000152270
222,ENSG00000186104
223,ENSG00000110693
224,ENSG00000110696
225,ENSG00000166689
226,ENSG00000110700
227,ENSG00000011405
229,ENSG00000070081
230,ENSG00000188211
232,ENSG00000187486
233,ENSG00000006071
235,ENSG00000006611
236,ENSG00000188162
237,ENSG00000129159
238,ENSG00000129158
239,ENSG00000129167
240,ENSG00000166788
241,ENSG00000110756
242,ENSG00000110768
243,ENSG00000134333
244,ENSG00000166796
245,ENSG00000166800
246,ENSG00000074319
249,ENSG00000151116
251,ENSG00000247595
252,ENSG00000179119
253,ENSG00000151117
254,ENSG00000179057
255,ENSG00000110786
256,ENSG00000177054
257,ENSG00000166833
262,ENSG00000109854
263,ENSG00000185238
264,ENSG00000165970
265,ENSG00000165973
267,ENSG00000171714
269,ENSG00000091664
270,ENSG00000183161
271,ENSG00000148935
272,ENSG00000198168
275,ENSG00000187398
276,ENSG00000134343
277,ENSG00000169550
278,ENSG00000148942
279,ENSG00000176971
280,ENSG00000129151
282,ENSG00000109881
283,ENSG00000205213
285,ENSG00000148943
287,ENSG00000176697
289,ENSG00000121621
290,ENSG00000169519
292,ENSG00000182255
293,ENSG00000152219
295,ENSG00000066382
297,ENSG00000170959
298,ENSG00000170946
299,ENSG00000148950
300,ENSG00000109911
303,ENSG00000007372
304,ENSG00000049449
305,ENSG00000149100
306,ENSG00000186714
307,ENSG00000135378
308,ENSG00000060749
309,ENSG00000121690
310,ENSG00000176148
312,ENSG00000176102
313,ENSG00000110422
316,ENSG00000110427
318,ENSG00000085063
319,ENSG00000110429
320,ENSG00000135363
321,ENSG00000135387
322,ENSG00000135372
323,ENSG00000166016
324,ENSG00000121691
325,ENSG00000135373
326,ENSG00000149089
327,ENSG00000110435
328,ENSG00000026508
329,ENSG00000110436
333,ENSG00000149090
334,ENSG00000179431
335,ENSG00000166326
337,ENSG00000179241
340,ENSG00000110442
341,ENSG00000135362
343,ENSG00000175104
344,ENSG00000166349
345,ENSG00000175097
346,ENSG00000166352
348,ENSG00000148948
351,ENSG00000166181
353,ENSG00000052841
357,ENSG00000149084
361,ENSG00000166199
365,ENSG00000187479
366,ENSG00000110455
367,ENSG00000151348
368,ENSG00000052850
369,ENSG00000085117
370,ENSG00000157570
371,ENSG00000175274
372,ENSG00000019485
373,ENSG00000019505
379,ENSG00000175264
381,ENSG00000181830
382,ENSG00000121671
383,ENSG00000121653
384,ENSG00000234776
385,ENSG00000121680
386,ENSG00000135365
388,ENSG00000157613
389,ENSG00000149091
390,ENSG00000110492
391,ENSG00000180720
392,ENSG00000110497
394,ENSG00000180423
395,ENSG00000175224
396,ENSG00000175220
397,ENSG00000175213
398,ENSG00000175216
400,ENSG00000134569
401,ENSG00000149179
402,ENSG00000149182
403,ENSG00000165912
404,ENSG00000134574
405,ENSG00000134575
406,ENSG00000025434
407,ENSG00000110514
409,ENSG00000066336
411,ENSG00000165915
412,ENSG00000165916
413,ENSG00000149187
414,ENSG00000213619
415,ENSG00000110536
416,ENSG00000123444
417,ENSG00000196666
418,ENSG00000172247
419,ENSG00000109919
420,ENSG00000165923
421,ENSG00000109920
423,ENSG00000030066
424,ENSG00000149177
426,ENSG00000086205
433,ENSG00000183908
434,ENSG00000134817
435,ENSG00000149115
436,ENSG00000149136
437,ENSG00000134802
438,ENSG00000186907
439,ENSG00000149150
440,ENSG00000134809
441,ENSG00000214872
442,ENSG00000156587
443,ENSG00000149131
445,ENSG00000166793
446,ENSG00000172409
447,ENSG00000156599
448,ENSG00000156603
449,ENSG00000213593
451,ENSG00000211450
452,ENSG00000233436
453,ENSG00000198561
454,ENSG00000110031
455,ENSG00000186660
456,ENSG00000242689
457,ENSG00000156689
460,ENSG00000166801
461,ENSG00000110042
462,ENSG00000197629
463,ENSG00000110048
464,ENSG00000166889
465,ENSG00000166900
468,ENSG00000166902
469,ENSG00000134812
470,ENSG00000134827
471,ENSG00000110077
472,ENSG00000110079
473,ENSG00000166927
474,ENSG00000166928
475,ENSG00000166959
476,ENSG00000110104
477,ENSG00000183134
478,ENSG00000149506
479,ENSG00000110107
480,ENSG00000110108
482,ENSG00000006118
483,ENSG00000110446
484,ENSG00000013725
485,ENSG00000110448
486,ENSG00000167987
487,ENSG00000167992
488,ENSG00000167986
489,ENSG00000149476
490,ENSG00000162144
491,ENSG00000149483
492,ENSG00000187049
493,ENSG00000149532
494,ENSG00000167985
496,ENSG00000162148
497,ENSG00000204950
498,ENSG00000011347
501,ENSG00000134780
503,ENSG00000124920
506,ENSG00000134825
507,ENSG00000168496
508,ENSG00000134824
509,ENSG00000149485
510,ENSG00000221968
511,ENSG00000167994
512,ENSG00000167995
513,ENSG00000167996
515,ENSG00000149503
516,ENSG00000162174
518,ENSG00000124942
519,ENSG00000149016
520,ENSG00000149480
521,ENSG00000149499
522,ENSG00000149489
523,ENSG00000149541
524,ENSG00000089597
525,ENSG00000185085
526,ENSG00000162194
527,ENSG00000214756
528,ENSG00000204922
529,ENSG00000162191
530,ENSG00000177363
531,ENSG00000168000
532,ENSG00000162188
533,ENSG00000214753
534,ENSG00000162222
535,ENSG00000185670
536,ENSG00000168002
537,ENSG00000162227
538,ENSG00000168569
540,ENSG00000185475
541,ENSG00000162231
542,ENSG00000162236
543,ENSG00000133316
545,ENSG00000168003
546,ENSG00000168539
547,ENSG00000197901
548,ENSG00000149452
551,ENSG00000197658
552,ENSG00000184999
553,ENSG00000196600
557,ENSG00000149742
558,ENSG00000168004
559,ENSG00000133321
560,ENSG00000176485
561,ENSG00000184743
562,ENSG00000133318
563,ENSG00000188070
564,ENSG00000168005
565,ENSG00000072518
566,ENSG00000167771
567,ENSG00000110583
568,ENSG00000176340
569,ENSG00000167770
570,ENSG00000133315
572,ENSG00000126500
573,ENSG00000168439
574,ENSG00000149781
575,ENSG00000149743
576,ENSG00000149761
577,ENSG00000110011
578,ENSG00000173511
579,ENSG00000173486
580,ENSG00000173457
581,ENSG00000149782
582,ENSG00000002330
583,ENSG00000173264
584,ENSG00000173153
585,ENSG00000173113
586,ENSG00000126432
587,ENSG00000168071
588,ENSG00000162302
590,ENSG00000110076
592,ENSG00000068831
593,ENSG00000068976
594,ENSG00000168066
596,ENSG00000168067
597,ENSG00000133895
598,ENSG00000110047
599,ENSG00000110046
600,ENSG00000068971
601,ENSG00000168062
602,ENSG00000213465
603,ENSG00000110025
604,ENSG00000168061
605,ENSG00000168060
606,ENSG00000146670
607,ENSG00000162300
608,ENSG00000187066
609,ENSG00000149823
610,ENSG00000149809
611,ENSG00000174276
612,ENSG00000149806
613,ENSG00000162298
614,ENSG00000149792
616,ENSG00000014216
618,ENSG00000014138
619,ENSG00000149798
620,ENSG00000133884
621,ENSG00000173825
622,ENSG00000162241
623,ENSG00000126391
627,ENSG00000142186
628,ENSG00000168056
630,ENSG00000173465
631,ENSG00000176973
632,ENSG00000173442
633,ENSG00000173338
634,ENSG00000173327
635,ENSG00000197136
636,ENSG00000213445
637,ENSG00000173039
638,ENSG00000172977
639,ENSG00000172922
642,ENSG00000254470
643,ENSG00000172757
644,ENSG00000172803
645,ENSG00000172732
646,ENSG00000172638
647,ENSG00000172543
648,ENSG00000172500
649,ENSG00000175602
650,ENSG00000175592
651,ENSG00000175573
652,ENSG00000175550
653,ENSG00000175467
654,ENSG00000175376
655,ENSG00000175334
656,ENSG00000175229
657,ENSG00000087365
658,ENSG00000175115
660,ENSG00000174996
662,ENSG00000174903
664,ENSG00000174871
665,ENSG00000174851
666,ENSG00000179292
667,ENSG00000174807
668,ENSG00000174791
669,ENSG00000174744
670,ENSG00000174684
672,ENSG00000174669
673,ENSG00000174576
674,ENSG00000174547
675,ENSG00000174516
677,ENSG00000254986
678,ENSG00000174483
679,ENSG00000174165
680,ENSG00000248746
681,ENSG00000174080
682,ENSG00000182791
683,ENSG00000173992
684,ENSG00000239306
685,ENSG00000248643
686,ENSG00000173933
687,ENSG00000173914
689,ENSG00000173898
690,ENSG00000173715
693,ENSG00000173653
694,ENSG00000173599
695,ENSG00000173621
696,ENSG00000173227
697,ENSG00000173156
698,ENSG00000173120
700,ENSG00000173020
701,ENSG00000172932
702,ENSG00000172830
703,ENSG00000175482
705,ENSG00000175505
706,ENSG00000172613
707,ENSG00000172531
708,ENSG00000175463
709,ENSG00000172508
710,ENSG00000175634
711,ENSG00000213402
712,ENSG00000172725
713,ENSG00000175544
714,ENSG00000172663
715,ENSG00000110711
716,ENSG00000110697
717,ENSG00000167797
718,ENSG00000084207
719,ENSG00000167792
721,ENSG00000167799
722,ENSG00000132744
725,ENSG00000110057
726,ENSG00000006534
727,ENSG00000110717
728,ENSG00000110719
729,ENSG00000110721
730,ENSG00000110066
731,ENSG00000171067
732,ENSG00000162337
733,ENSG00000110075
735,ENSG00000132749
736,ENSG00000110090
738,ENSG00000197345
739,ENSG00000132740
740,ENSG00000172935
741,ENSG00000162341
746,ENSG00000110092
747,ENSG00000149716
748,ENSG00000131620
749,ENSG00000168040
750,ENSG00000131626
755,ENSG00000085733
756,ENSG00000162105
760,ENSG00000172893
762,ENSG00000172890
766,ENSG00000254469
768,ENSG00000137522
769,ENSG00000137496
770,ENSG00000137497
772,ENSG00000184154
773,ENSG00000149357
774,ENSG00000110200
775,ENSG00000165457
776,ENSG00000165458
777,ENSG00000162129
779,ENSG00000186642
781,ENSG00000186635
783,ENSG00000214530
784,ENSG00000168010
785,ENSG00000137478
787,ENSG00000175591
789,ENSG00000171631
790,ENSG00000110237
791,ENSG00000054967
792,ENSG00000054965
794,ENSG00000021300
795,ENSG00000175582
797,ENSG00000175581
798,ENSG00000181924
799,ENSG00000175575
802,ENSG00000175567
803,ENSG00000175564
804,ENSG00000168014
805,ENSG00000214517
806,ENSG00000149380
807,ENSG00000165434
809,ENSG00000175538
810,ENSG00000175536
812,ENSG00000077514
813,ENSG00000166439
814,ENSG00000166435
817,ENSG00000118363
818,ENSG00000162139
819,ENSG00000137491
821,ENSG00000261594
823,ENSG00000137486
824,ENSG00000149273
826,ENSG00000149243
827,ENSG00000158555
828,ENSG00000149257
830,ENSG00000171533
832,ENSG00000062282
833,ENSG00000198382
835,ENSG00000137492
836,ENSG00000179240
838,ENSG00000158636
840,ENSG00000137507
841,ENSG00000182704
843,ENSG00000078124
845,ENSG00000149260
846,ENSG00000137474
847,ENSG00000149269
848,ENSG00000074201
849,ENSG00000178301
850,ENSG00000048649
853,ENSG00000087884
855,ENSG00000149262
856,ENSG00000151365
857,ENSG00000151366
858,ENSG00000159063
860,ENSG00000188997
861,ENSG00000118369
862,ENSG00000033327
864,ENSG00000137513
865,ENSG00000149256
872,ENSG00000182103
874,ENSG00000137509
876,ENSG00000165490
877,ENSG00000137502
881,ENSG00000165494
884,ENSG00000137494
885,ENSG00000137500
886,ENSG00000150672
898,ENSG00000171204
899,ENSG00000171202
900,ENSG00000137504
901,ENSG00000179071
902,ENSG00000137501
904,ENSG00000073921
905,ENSG00000074266
908,ENSG00000149196
909,ENSG00000149201
910,ENSG00000151376
911,ENSG00000150687
914,ENSG00000174804
916,ENSG00000166575
919,ENSG00000109861
921,ENSG00000168959
922,ENSG00000086991
924,ENSG00000077616
925,ENSG00000110172
927,ENSG00000165323
932,ENSG00000180773
934,ENSG00000165325
935,ENSG00000166002
936,ENSG00000166004
938,ENSG00000166012
939,ENSG00000182919
940,ENSG00000042429
941,ENSG00000214376
942,ENSG00000181333
943,ENSG00000110218
944,ENSG00000123901
945,ENSG00000020922
947,ENSG00000168876
948,ENSG00000257057
949,ENSG00000134627
950,ENSG00000196371
954,ENSG00000166025
955,ENSG00000150316
956,ENSG00000186280
958,ENSG00000149218
960,ENSG00000149212
961,ENSG00000077458
962,ENSG00000166037
964,ENSG00000087053
965,ENSG00000184384
966,ENSG00000149231
967,ENSG00000183340
969,ENSG00000149972
972,ENSG00000165895
974,ENSG00000082175
975,ENSG00000137672
976,ENSG00000187151
977,ENSG00000110318
978,ENSG00000137691
979,ENSG00000137693
980,ENSG00000023445
981,ENSG00000110330
982,ENSG00000152558
983,ENSG00000118113
985,ENSG00000137692
986,ENSG00000187240
987,ENSG00000170962
990,ENSG00000196954
991,ENSG00000137752
992,ENSG00000204397
993,ENSG00000152578
996,ENSG00000170903
997,ENSG00000182359
998,ENSG00000149313
1001,ENSG00000152402
1004,ENSG00000152404
1006,ENSG00000137760
1007,ENSG00000110675
1010,ENSG00000170290
1011,ENSG00000110660
1012,ENSG00000179331
1013,ENSG00000166266
1014,ENSG00000075239
1015,ENSG00000149308
1016,ENSG00000149311
1017,ENSG00000166323
1018,ENSG00000178202
1019,ENSG00000110723
1020,ENSG00000178105
1022,ENSG00000185742
1024,ENSG00000149289
1025,ENSG00000137710
1026,ENSG00000137714
1027,ENSG00000137727
1029,ENSG00000214290
1030,ENSG00000110777
1031,ENSG00000204381
1032,ENSG00000170145
1035,ENSG00000137713
1037,ENSG00000086848
1038,ENSG00000255561
1039,ENSG00000137720
1040,ENSG00000109846
1041,ENSG00000150764
1043,ENSG00000150768
1045,ENSG00000150773
1046,ENSG00000150776
1047,ENSG00000150779
1048,ENSG00000204370
1049,ENSG00000150782
1050,ENSG00000197580
1052,ENSG00000150787
1053,ENSG00000188771
1056,ENSG00000149294
1059,ENSG00000149292
1060,ENSG00000170209
1061,ENSG00000149295
1062,ENSG00000166682
1065,ENSG00000086827
1066,ENSG00000048028
1068,ENSG00000149305
1069,ENSG00000166736
1070,ENSG00000109906
1073,ENSG00000166741
1074,ENSG00000180425
1075,ENSG00000076053
1076,ENSG00000076043
1078,ENSG00000095110
1079,ENSG00000137634
1080,ENSG00000204361
1081,ENSG00000182985
1086,ENSG00000137656
1089,ENSG00000109917
1091,ENSG00000160584
1094,ENSG00000168092
1095,ENSG00000149577
1096,ENSG00000149591
1097,ENSG00000160613
1098,ENSG00000167257
1099,ENSG00000186318
1100,ENSG00000110274
1101,ENSG00000177103
1103,ENSG00000137731
1105,ENSG00000137726
1106,ENSG00000110324
1107,ENSG00000177098
1108,ENSG00000149575
1109,ENSG00000160593
1110,ENSG00000160588
1111,ENSG00000149573
1112,ENSG00000110344
1113,ENSG00000167283
1115,ENSG00000118058
1116,ENSG00000149582
1117,ENSG00000118096
1119,ENSG00000095139
1120,ENSG00000019144
1122,ENSG00000118094
1123,ENSG00000110367
1124,ENSG00000186174
1126,ENSG00000186166
1130,ENSG00000118181
1131,ENSG00000196655
1132,ENSG00000137700
1133,ENSG00000149428
1134,ENSG00000160695
1135,ENSG00000256269
1136,ENSG00000188486
1137,ENSG00000172269
1138,ENSG00000172375
1139,ENSG00000172273
1140,ENSG00000172350
1141,ENSG00000160703
1142,ENSG00000110395
1143,ENSG00000076706
1144,ENSG00000173456
1145,ENSG00000036672
1148,ENSG00000154096
1150,ENSG00000110400
1153,ENSG00000137699
1154,ENSG00000184232
1155,ENSG00000181264
1156,ENSG00000196914
1157,ENSG00000149403
1159,ENSG00000154114
1160,ENSG00000109927
1161,ENSG00000109929
1163,ENSG00000137642
1166,ENSG00000259571
1169,ENSG00000154127
1170,ENSG00000109944
1172,ENSG00000109971
1174,ENSG00000166250
1176,ENSG00000023171
1178,ENSG00000166257
1179,ENSG00000166261
1180,ENSG00000110002
1181,ENSG00000154144
1182,ENSG00000110013
1183,ENSG00000064199
1184,ENSG00000154146
1186,ENSG00000019102
1187,ENSG00000149564
1189,ENSG00000120458
1193,ENSG00000154134
1194,ENSG00000154133
1195,ENSG00000165478
1196,ENSG00000149548
1197,ENSG00000134955
1199,ENSG00000150433
1201,ENSG00000165495
1204,ENSG00000149557
1206,ENSG00000149547
1207,ENSG00000134910
1208,ENSG00000149554
1209,ENSG00000134940
1210,ENSG00000171053
1211,ENSG00000196844
1212,ENSG00000236027
1213,ENSG00000237353
1215,ENSG00000198331
1216,ENSG00000110060
1218,ENSG00000109832
1221,ENSG00000064309
1222,ENSG00000165526
1223,ENSG00000197798
1224,ENSG00000182934
1225,ENSG00000110074
1226,ENSG00000150455
1227,ENSG00000110063
1228,ENSG00000110080
1229,ENSG00000149571
1236,ENSG00000134954
1237,ENSG00000151702
1239,ENSG00000151704
1240,ENSG00000120457
1242,ENSG00000120471
1243,ENSG00000134909
1245,ENSG00000151715
1246,ENSG00000170322
1247,ENSG00000170325
1248,ENSG00000084234
1249,ENSG00000149418
1250,ENSG00000196323
1254,ENSG00000134917
1255,ENSG00000166106
1258,ENSG00000120451
1259,ENSG00000182667
1265,ENSG00000183715
1272,ENSG00000080854
1274,ENSG00000166086
1276,ENSG00000151503
1277,ENSG00000151502
1278,ENSG00000151500
1279,ENSG00000151498
1280,ENSG00000166105
1281,ENSG00000149328
1282,ENSG00000109956
1297,ENSG00000188992
1298,ENSG00000185272
1299,ENSG00000155304
1300,ENSG00000155307
1305,ENSG00000180530
1310,ENSG00000155313
1316,ENSG00000154639
1317,ENSG00000154640
1318,ENSG00000154642
1320,ENSG00000154645
1323,ENSG00000154654
1330,ENSG00000154719
1331,ENSG00000154721
1333,ENSG00000154723
1334,ENSG00000154727
1335,ENSG00000142192
1341,ENSG00000166265
1342,ENSG00000154734
1343,ENSG00000154736
1347,ENSG00000156239
1348,ENSG00000198862
1350,ENSG00000156253
1351,ENSG00000156256
1352,ENSG00000156261
1354,ENSG00000156265
1355,ENSG00000156273
1357,ENSG00000171189
1359,ENSG00000156299
1363,ENSG00000142168
1364,ENSG00000156304
1365,ENSG00000142149
1367,ENSG00000159055
1369,ENSG00000142207
1371,ENSG00000166979
1375,ENSG00000242220
1376,ENSG00000159079
1377,ENSG00000159082
1379,ENSG00000159086
1381,ENSG00000205929
1382,ENSG00000205927
1383,ENSG00000184221
1384,ENSG00000159110
1386,ENSG00000243646
1387,ENSG00000142166
1388,ENSG00000159128
1389,ENSG00000142188
1391,ENSG00000177692
1392,ENSG00000159131
1393,ENSG00000159140
1395,ENSG00000159147
1396,ENSG00000205758
1397,ENSG00000205726
1398,ENSG00000241837
1400,ENSG00000243927
1401,ENSG00000198743
1404,ENSG00000205670
1405,ENSG00000222018
1406,ENSG00000243627
1407,ENSG00000180509
1408,ENSG00000159200
1409,ENSG00000159212
1410,ENSG00000159216
1411,ENSG00000185917
1414,ENSG00000159228
1418,ENSG00000159231
1419,ENSG00000142197
1421,ENSG00000159256
1423,ENSG00000159259
1424,ENSG00000159263
1425,ENSG00000159267
1427,ENSG00000185808
1428,ENSG00000182670
1432,ENSG00000157538
1433,ENSG00000157540
1435,ENSG00000157542
1436,ENSG00000157551
1437,ENSG00000157554
1438,ENSG00000157557
1445,ENSG00000183527
1446,ENSG00000185658
1450,ENSG00000205581
1451,ENSG00000182093
1452,ENSG00000157578
1453,ENSG00000185437
1455,ENSG00000183778
1457,ENSG00000183067
1458,ENSG00000183036
1459,ENSG00000171587
1464,ENSG00000182240
1466,ENSG00000183486
1467,ENSG00000157601
1468,ENSG00000141956
1469,ENSG00000157617
1471,ENSG00000173276
1472,ENSG00000177398
1474,ENSG00000160179
1476,ENSG00000160183
1477,ENSG00000160188
1479,ENSG00000160190
1481,ENSG00000160191
1483,ENSG00000160193
1484,ENSG00000160194
1485,ENSG00000233056
1486,ENSG00000160199
1487,ENSG00000160200
1488,ENSG00000160201
1490,ENSG00000142178
1493,ENSG00000160207
1494,ENSG00000160208
1495,ENSG00000160209
1497,ENSG00000160213
1498,ENSG00000160214
1500,ENSG00000160216
1501,ENSG00000160218
1503,ENSG00000241945
1504,ENSG00000160221
1508,ENSG00000160223
1509,ENSG00000160224
1510,ENSG00000141959
1511,ENSG00000160226
1513,ENSG00000142185
1515,ENSG00000160233
1517,ENSG00000175894
1519,ENSG00000184787
1520,ENSG00000184900
1521,ENSG00000183255
1522,ENSG00000160255
1525,ENSG00000160256
1526,ENSG00000197381
1529,ENSG00000186866
1533,ENSG00000182871
1535,ENSG00000173638
1536,ENSG00000183570
1538,ENSG00000142156
1539,ENSG00000142173
1540,ENSG00000160282
1542,ENSG00000160284
1543,ENSG00000160285
1547,ENSG00000160294
1550,ENSG00000182362
1551,ENSG00000160298
1552,ENSG00000160299
1554,ENSG00000160305
1556,ENSG00000160307
1557,ENSG00000160310
1562,ENSG00000177706
1565,ENSG00000197461
1567,ENSG00000188191
1570,ENSG00000164818
1571,ENSG00000164828
1572,ENSG00000239857
1573,ENSG00000105963
1574,ENSG00000240230
1575,ENSG00000146540
1576,ENSG00000164849
1578,ENSG00000164850
1579,ENSG00000178381
1581,ENSG00000164877
1582,ENSG00000164880
1583,ENSG00000198517
1584,ENSG00000157778
1586,ENSG00000225968
1587,ENSG00000002822
1589,ENSG00000122687
1590,ENSG00000106268
1591,ENSG00000106266
1592,ENSG00000106263
1593,ENSG00000136213
1596,ENSG00000106003
1597,ENSG00000106009
1598,ENSG00000106012
1599,ENSG00000136295
1600,ENSG00000174945
1602,ENSG00000146535
1604,ENSG00000198286
1605,ENSG00000146555
1607,ENSG00000164916
1608,ENSG00000242802
1609,ENSG00000157927
1610,ENSG00000218823
1611,ENSG00000136297
1613,ENSG00000146587
1615,ENSG00000157954
1616,ENSG00000164638
1617,ENSG00000182095
1621,ENSG00000155034
1623,ENSG00000075624
1624,ENSG00000075618
1625,ENSG00000011275
1628,ENSG00000122674
1629,ENSG00000122512
1630,ENSG00000106305
1631,ENSG00000086232
1632,ENSG00000157999
1633,ENSG00000106346
1634,ENSG00000008256
1635,ENSG00000178397
1636,ENSG00000136238
1637,ENSG00000164535
1638,ENSG00000136240
1639,ENSG00000215045
1640,ENSG00000136247
1641,ENSG00000146576
1642,ENSG00000236609
1643,ENSG00000205903
1647,ENSG00000164631
1649,ENSG00000146574
1650,ENSG00000106392
1652,ENSG00000215018
1653,ENSG00000164654
1654,ENSG00000106399
1655,ENSG00000219545
1658,ENSG00000106415
1660,ENSG00000003147
1662,ENSG00000122584
1663,ENSG00000189043
1664,ENSG00000106443
1667,ENSG00000005108
1669,ENSG00000106460
1670,ENSG00000146530
1671,ENSG00000006747
1673,ENSG00000122644
1676,ENSG00000006468
1677,ENSG00000136267
1680,ENSG00000187546
1681,ENSG00000106511
1683,ENSG00000214960
1685,ENSG00000171243
1687,ENSG00000106524
1688,ENSG00000136261
1690,ENSG00000106537
1692,ENSG00000106546
1693,ENSG00000071189
1694,ENSG00000048052
1696,ENSG00000122691
1699,ENSG00000105849
1700,ENSG00000173452
1702,ENSG00000183742
1703,ENSG00000105855
1704,ENSG00000105866
1705,ENSG00000105877
1706,ENSG00000164649
1707,ENSG00000136237
1708,ENSG00000105889
1710,ENSG00000136244
1711,ENSG00000196683
1713,ENSG00000122591
1715,ENSG00000122550
1717,ENSG00000136243
1718,ENSG00000136235
1719,ENSG00000156928
1720,ENSG00000136231
1721,ENSG00000164548
1722,ENSG00000169193
1723,ENSG00000188732
1724,ENSG00000196335
1725,ENSG00000122585
1726,ENSG00000105926
1727,ENSG00000105928
1728,ENSG00000070882
1729,ENSG00000172115
1730,ENSG00000153790
1732,ENSG00000050344
1733,ENSG00000122566
1734,ENSG00000122565
1735,ENSG00000086300
1740,ENSG00000005020
1741,ENSG00000106049
1742,ENSG00000106052
1743,ENSG00000153814
1745,ENSG00000146592
1748,ENSG00000106066
1750,ENSG00000106069
1756,ENSG00000122574
1757,ENSG00000136193
1759,ENSG00000106080
1760,ENSG00000106086
1762,ENSG00000180354
1766,ENSG00000180233
1768,ENSG00000106100
1769,ENSG00000006625
1776,ENSG00000106105
1777,ENSG00000106113
1778,ENSG00000241644
1779,ENSG00000106125
1780,ENSG00000240583
1781,ENSG00000106128
1782,ENSG00000078549
1783,ENSG00000164600
1784,ENSG00000180347
1785,ENSG00000106341
1786,ENSG00000154678
1790,ENSG00000106355
1791,ENSG00000105778
1795,ENSG00000170852
1797,ENSG00000122642
1798,ENSG00000122643
1800,ENSG00000164610
1801,ENSG00000122507
1805,ENSG00000164619
1807,ENSG00000187258
1808,ENSG00000173852
1811,ENSG00000122557
1814,ENSG00000122545
1815,ENSG00000122547
1816,ENSG00000164542
1817,ENSG00000011426
1818,ENSG00000136250
1820,ENSG00000155849
1826,ENSG00000187037
1827,ENSG00000086289
1828,ENSG00000106483
1829,ENSG00000010270
1832,ENSG00000078053
1833,ENSG00000006715
1834,ENSG00000106536
1835,ENSG00000241127
1837,ENSG00000006451
1841,ENSG00000065883
1842,ENSG00000168303
1843,ENSG00000175600
